Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL134942,Air India,JAI,Goa Airport,2026-10-06,11:25 AM,1:40 PM,,0,1367.5,Economy,8,Autumn,Tuesday,Airbus A320,Airport Counter,2,7374.74
FL128587,GoFirst,Hyderabad,Goa,2025-03-20,9:50 AM,11:02,1h 13m,0,558.3,Economy,44,Summer,Thursday,Airbus A320,Travel Agent,3,2146.5
FL168531,Thai Airways,Singapore Airport,Pune,,18:25,01:55,7h 31m,2 stops,3836.2,Economy,30,Autumn,Saturday,Airbus A320,Mobile App,2,33678.61
FL157785,Vistara,Frankfurt,Dubai,2025-05-11,20:15,04:27,8h 12m,1,5023.0,First,42,Summer,Sunday,Boeing 777,Mobile App,3,200000
FL119047,Thai Airways,Doha,London Airport,2025-01-21,4:30 PM,23:54,7h 25m,0,5389.8,Economy,0,,Tuesday,Boeing 787 Dreamliner,Website,two,93685.7
FL117505,Thai Airways,Bangalore,New York,2025-01-24,23:35,19:36,20h 02m,,13832.1,Premium Economy,9,Winter,Friday,Boeing 787 Dreamliner,Website,5,200000
FL112546,Vistara,BOM,Kolkata,2025-02-01,1:40 AM,,,non-stop,,First,67,Winter,Saturday,,Travel Agent,,25000
FL124661,BRITISH AIRWAYS,Singapore Airport,JFK,2026-05-15,04:20,03:21,23h 01m,1 stop,16255.7,Premium Economy,19,Summer,Friday,Airbus A350,Airport Counter,1,200000
FL111894,Thai Airways,Kolkata,Bangkok Airport,2026-05-27,15:35,9:37 PM,6h 02m,2 stops,,,0,Summer,Wednesday,Airbus A320,Mobile App,,22232.03
FL148770,Lufthansa,New York,Kolkata,2025-01-18,05:10,23:35,18.43,,12879.9,Economy,156,Winter,Saturday,Airbus A350,Website,1,127572.96
FL117243,Qatar Airways,London,Dubai Airport,2025-03-25,00:25,10:15,9h 51m,2,5556.0,Economy,127,Summer,Tuesday,Airbus A350,Third-Party,2,52396.04
FL143213,British Airways,Frankfurt,London,2025-05-04,17:40,8:15 PM,2h 36m,1,644.6 km,Economy,42,Summer,Sunday,Boeing 777,Mobile App,3,15000
FL162486,Air India,New York,Hyderabad,2025-09-29,08:25,5:11 AM,20h 46m,2 stops,13544.1,Economy,62,Monsoon,Monday,Boeing 777,Mobile App,2,
FL163301,Singapore Airlines,Ahmedabad,London,2025-04-12,12:10 PM,23:04,10h 54m,1 stop,6973.7 km,Business,7,Summer,Saturday,Boeing 777,Travel Agent,2,200000
FL174818,Qatar Airways,BOM,New York,2026-09-19,4:55 PM,12:09 PM,19.25,1 stop,13334.2,Economy,0,,Saturday,Boeing 787 Dreamliner,Mobile App,6,157445.97
FL155782,Qatar Airways,Singapore,JFK,2025-09-24,1:20 PM,12:45 PM,1406 min,2,15814.4,Economy,9,Monsoon,Wednesday,Airbus A380,Website,6,152459.11
FL135643,AIRASIA INDIA,Ahmedabad Airport,Hyderabad,2025-08-19,1:50 AM,5:03 AM,3h 14m,1,909.0,Economy,74,Monsoon,Tuesday,Airbus A321,Travel Agent,2,2517.82
FL156411,Etihad Airways,Kolkata,Frankfurt,2025-03-09,19:45,07:50,,1,7872.6,Economy,16,Summer,Sunday,Airbus A350,Website,2,114481.29
FL104833,Qatar Airways,Pune,Singapore Airport,,11:40 PM,6:08 AM,6h 29m,1,3809.7,Economy,0,Summer,Wednesday,Boeing 777,Travel Agent,1,55517.66
FL161891,GoFirst,Jaipur Airport,Delhi,2026-01-23,07:15,8:03 AM,0.82,non-stop,245.8,Economy,174,Winter,Friday,Airbus A320,Travel Agent,4,2000
FL186690,GoFirst,Pune,Hyderabad,2025-07-29,3:30 AM,,253 min,2 stops,537.9,Economy,12,Monsoon,Tuesday,Airbus A320,Mobile App,2,"Rs. 2,000.00"
FL131139,Etihad Airways,Pune Airport,Bangkok,2026-10-18,3:40 AM,9:36 AM,357 min,1 stop,3105.8,Economy,44,Autumn,,Airbus A380,Website,2,
FL127537,Air India,Goa Airport,Frankfurt,2025-10-01,10:25,,9h 24m,0,6948.5,Business,13,Autumn,Wednesday,Airbus A380,Website,3,197685.83
FL179911,Emirates,BLR,Bangkok,2026-05-17,07:10,12:17 PM,5h 08m,1 stop,2555.2,Economy,4,Summer,Sunday,Airbus A380,Mobile App,,33033.92
FL143135,Etihad Airways,Sydney,Pune,2026-07-14,7:20 AM,10:33 PM,,1,10388.3,Economy,8,Monsoon,Tuesday,Airbus A320,Website,3,116252.45
FL161184,British Airways,Bangalore Airport,Doha,2025-09-21,4:35 PM,9:03 PM,4h 29m,,3101.4,Business,8,Monsoon,Sunday,,Travel Agent,2,154940.71
FL184897,AirAsia India,Pune,Delhi,2025-06-05,20:00,10:01 PM,122 min,0,1194.8 km,Economy,130,Monsoon,Thursday,ATR 72,Mobile App,1,4787.06
FL135865,LUFTHANSA,Delhi,,2025-09-17,09:20,19:09,9h 50m,1 stop,6474.9,Economy,25,Monsoon,Wednesday,Airbus A350,Website,3,62989.99
FL177205,Vistara,Bangalore,Hyderabad Airport,2025-01-08,11:50 AM,12:59 PM,1.16,0,513.8,Economy,13,Winter,Wednesday,ATR 72,Mobile App,1,3512.85
FL187356,Etihad Airways,Bangalore Airport,Sydney,2026-04-15,8:55 AM,23:32,14.62,1 stop,9994.3,Economy,9,Summer,Wednesday,Airbus A320,Website,1,106830.63
FL193023,Vistara,Frankfurt,DOH,2026-12-11,9:40 PM,04:24,404 min,0,4862.8,Economy,,Winter,Friday,Boeing 777,Website,1,43948.05
FL180527,Singapore Airlines,New York Airport,Chennai,2026-10-26,4:35 AM,1:06 AM,20h 32m,1 stop,14365.1,Economy,32,Autumn,Monday,Airbus A350,Website,6,80356.59
FL116088,GoFirst,Jaipur,PNQ,2026-11-18,14:00,4:49 PM,2.83,1,971.4,Premium Economy,6,Autumn,Wednesday,Boeing 737,Travel Agent,6,"Rs. 7,138.11"
FL147769,Air India,,Doha,2025-04-30,21:20,1:00 AM,3h 41m,0,2479.8,Economy,18,Summer,Wednesday,Airbus A350,Website,2,26544.75
FL176060,Etihad Airways,Bangkok Airport,Mumbai,2025-12-21,18:10,23:57,5.80,1 stop,3068.6,Business,11,Winter,Sunday,Airbus A350,Mobile App,1,151383.45
FL189246,Singapore Airlines,Singapore Airport,Dubai,2025-12-20,08:30,,8h 03m,non-stop,5887.8,Economy,105,Winter,Saturday,Airbus A350,Website,one,73115.75
FL196855,GoFirst,Mumbai Airport,Ahmedabad,2026-04-01,20:00,,65 min,0,449.1,Premium Economy,0,Summer,Wednesday,Airbus A320,Website,2,6750.29
FL182255,Singapore Airlines,Dubai,MAA,,11:20 PM,04:51,5h 32m,1 stop,3070.1,Economy,43,Autumn,Saturday,,Website,4,36267.21
FL142734,Indigo,Jaipur Airport,CCU,2025-07-28,15:40,18:00,2h 21m,non-stop,,Business,3,Monsoon,Monday,Boeing 737,Mobile App,1,
FL156009,Thai Airways,Pune,London,2026-03-20,2:40 PM,02:08,688 min,1,7432.3,Business,7,Summer,Friday,Airbus A380,Mobile App,2,200000
FL186184,Indigo,Jaipur,Goa,2026-01-08,4:55 PM,8:31 PM,216 min,1 stop,1322.0,Premium Economy,33,Winter,Thursday,Airbus A320,Mobile App,2,8867.31
FL166884,Vistara,Mumbai,Ahmedabad,2026-12-01,04:25,05:30,1h 05m,non-stop,456.3,Premium Economy,13,Winter,Tuesday,Airbus A321,Mobile App,five,4522.06
FL153297,Emirates,Frankfurt,DEL,2025-09-28,,1:03 PM,9.81,1 stop,6335.1,Economy,15,Monsoon,Sunday,Airbus A320,Third-Party,3,67321.47
FL162433,Thai Airways,Dubai,Jaipur,2025-11-21,11:25 AM,3:52 PM,4h 28m,1,2062.5,First,18,Autumn,Friday,Airbus A320,Travel Agent,2,106575.26
FL140482,British Airways,Doha,Mumbai Airport,2026-07-09,12:40 AM,04:16,3h 37m,0,2427.5,Economy,35,Monsoon,Thursday,Boeing 787 Dreamliner,Mobile App,5,20277.26
FL119287,SpiceJet,Ahmedabad,Jaipur Airport,2026-11-23,22:55,1:10 AM,135 min,1,554.5,Economy,28,Autumn,Monday,Boeing 737,Website,1,2116.45
FL160870,Etihad Airways,Jaipur,Sydney Airport,2025-02-07,5:25 PM,8:14 AM,14h 49m,0,11171.9,Premium Economy,31,Winter,Friday,Airbus A320,Website,,200000
FL186863,Emirates,Pune Airport,Doha,2025-08-08,10:45 AM,3:30 PM,4h 46m,1,2504.4,Economy,26,Monsoon,,Airbus A380,Travel Agent,1,28701.14
FL102969,Lufthansa,SIN,Sydney,2026-06-04,6:35 PM,03:29,8.90,0,6553.7,Business,88,Monsoon,Thursday,Boeing 787 Dreamliner,Travel Agent,2,197132.34
FL172072,Etihad Airways,New York,Mumbai,2026-02-16,8:45 PM,2:30 PM,17h 46m,non-stop,13461.6,Premium Economy,175,Winter,Monday,Airbus A320,Website,2,"Rs. 200,000.00"
FL122983,Vistara,Dubai,FRA,,01:55,10:38 AM,8h 43m,1,5146.3,Economy,7,Winter,Tuesday,Airbus A380,,4,48945.1
FL119120,qatar airways,Bangkok,DEL,2026-07-29,11:35,15:56,4h 22m,non-stop,3009.7,Economy,8,Monsoon,Wednesday,Airbus A350,Mobile App,3,35921.67
FL154102,Emirates,Hyderabad,,2025-12-24,15:45,13:18,21h 33m,2 stops,,Economy,9,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,1,114769.46
FL168879,Thai Airways,Frankfurt,Dubai,2025-01-19,15:00,,9h 59m,2,5149.1,Economy,11,Winter,,Airbus A350,Mobile App,2,71022.96
FL145578,,AMD,Kolkata,2026-09-18,10:20,1:01 PM,2h 41m,non-stop,1708.3,Premium Economy,3,Monsoon,Friday,Airbus A320,Website,2,18682.58
FL139370,lufthansa,Jaipur,Frankfurt,2025-01-22,06:35,4:33 PM,9h 59m,1,6435.4,Economy,0,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,6,132353.67
FL159635,British Airways,London Airport,Bangalore,2026-04-24,20:05,07:15,670 min,non-stop,8324.6,Economy,22 days,Summer,Friday,Airbus A380,Travel Agent,3,107592.89
FL147174,British Airways,Frankfurt,Delhi,2026-07-18,,07:17,9h 53m,1,6183.3,Business,37,Monsoon,Saturday,Airbus A350,Website,1,197775.63
FL137051,AirAsia India,Pune,Ahmedabad,2026-02-08,10:25,11:37 AM,1h 12m,0,551.7,Premium Economy,1,Winter,Sunday,Airbus A320,Mobile App,1,6334.83
FL111244,Etihad Airways,Dubai,Delhi,2026-08-30,21:50,01:16,3h 26m,non-stop,2293.4,Premium Economy,,Monsoon,Sunday,Boeing 787 Dreamliner,Third-Party,1,49306.78
FL100810,Singapore Airlines,Doha Airport,Chennai,2026-05-28,9:45 AM,,6h 30m,1 stop,3533.5,Economy,6,Summer,Thursday,Airbus A320,Travel Agent,4,56967.02
FL114727,Vistara,New York Airport,Mumbai,2025-12-01,3:35 PM,9:51 AM,18h 16m,1,12760.8,,8,Winter,Monday,Boeing 777,Travel Agent,1,
FL189996,Thai Airways,Mumbai,Frankfurt,2026-12-22,6:10 PM,03:41,9h 31m,non-stop,7037.1,Economy,135,Winter,Tuesday,Airbus A380,,3,75956.63
FL162083,Singapore Airlines,Sydney,Delhi,2025-11-20,03:15,6:33 PM,15h 18m,,10588.5,Premium Economy,13,Autumn,Thursday,Airbus A380,Travel Agent,1,183986.32
FL127267,Thai Airways,Hyderabad,Sydney,,07:55,21:02,13h 08m,0,9848.1,Economy,12,Monsoon,Saturday,Airbus A380,Mobile App,3,121401.88
FL194999,Lufthansa,Pune,Doha Airport,2025-06-06,18:00,9:47 PM,3h 48m,0,2567.8,Economy,9,,Friday,Airbus A350,Airport Counter,5,
FL186974,GoFirst,Jaipur Airport,Bangalore,2025-02-12,8:15 AM,13:12,4.96,2,1626.1,First,149,Winter,Wednesday,Boeing 737,Travel Agent,2,17244.71
FL156309,Emirates,Delhi Airport,Singapore,2025-03-28,23:25,6:26 AM,7.02,1 stop,4233.3,Premium Economy,5,Summer,Friday,Boeing 787 Dreamliner,Mobile App,2,79786.69
FL173156,AirAsia India,Hyderabad Airport,DEL,2026-02-03,09:00,12:49 PM,3h 50m,1,1272.6,Economy,43,Winter,Tuesday,ATR 72,Website,2,3825.16
FL178392,Singapore Airlines,Bangalore,Bangkok,2026-08-29,5:30 AM,9:21 AM,3h 51m,non-stop,2618.0,Economy,5,Monsoon,Saturday,Airbus A350,Mobile App,3,40887.17
FL160005,AIRASIA INDIA,Hyderabad,Pune,2025-10-26,8:45 AM,11:43,2.98,1,541.9,Premium Economy,17,Autumn,Sunday,Airbus A320,Mobile App,1,3222.34
FL193259,Thai Airways,Sydney Airport,Bangkok Airport,2026-11-10,16:00,04:09,12h 09m,1 stop,7988.7,Economy,12,Autumn,Tuesday,Airbus A320,Airport Counter,2,100545.19
FL166051,,Ahmedabad,Doha Airport,2026-08-15,06:30,11:31,5h 01m,1 stop,2268.8,Economy,18,Monsoon,Saturday,Boeing 777,Airport Counter,1,20944.93
FL161490,British Airways,Dubai,Sydney,2026-08-23,04:05,11:58 PM,19h 53m,2,12883.4,Economy,9,Monsoon,Sunday,,Mobile App,1,151967.79
FL194533,Emirates,London Airport,,2026-05-06,9:40 AM,2:46 AM,17.11,2,10985.4,Premium Economy,130,Summer,Wednesday,Airbus A380,Website,6,144247.79
FL168977,Thai Airways,DXB,Kolkata Airport,2026-01-13,10:45 PM,05:25,6h 41m,1,3583.8,Premium Economy,2,Winter,Tuesday,Boeing 787 Dreamliner,Website,4,108039.24
FL102897,Thai Airways,Hyderabad,Bangkok,2025-03-22,03:55,8:46 AM,292 min,1,2554.3,Economy,11,Summer,Saturday,Boeing 787 Dreamliner,Third-Party,1,43434.31
FL100067,British Airways,Chennai,Bangkok,2026-05-03,16:10,9:16 PM,307 min,1 stop,2256.1,Economy,13,Summer,Sunday,Airbus A380,Mobile App,3,32744.04
FL197932,AirAsia India,Mumbai,DEL,2026-05-23,21:35,23:36,2h 01m,non-stop,1185.0,Economy,11,Summer,Saturday,ATR 72,Website,3,8339.71
FL136370,Singapore Airlines,SIN,Dubai,,00:55,10:28,9h 34m,1 stop,,Economy,131,Monsoon,Monday,Boeing 777,Website,1,41931.91
FL190362,Lufthansa,New York,Doha,2026-05-27,10:45,3:24 AM,16h 39m,1,11344.1 km,Business,133,Summer,Wednesday,Boeing 787 Dreamliner,Third-Party,2,200000
FL160374,Qatar Airways,Goa,Doha,2026-05-17,,21:31,5.43,1 stop,2629.1,Premium Economy,1,Summer,Sunday,Boeing 787 Dreamliner,Website,1,92323.99
FL190879,British Airways,HYD,,2025-12-18,01:10,05:48,4h 39m,1 stop,2444.4,Economy,14,Winter,Thursday,Airbus A380,Travel Agent,1,33789.38
FL108941,QATAR AIRWAYS,Ahmedabad Airport,,,10:25 AM,10:17 PM,11h 52m,2,7124.2,Economy,12,Summer,Friday,,Travel Agent,two,66359.17
FL139465,Qatar Airways,Pune,Singapore,2025-05-01,04:25,1:16 PM,8h 51m,2,3999.4,Economy,6,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,1,38469.6
FL143228,thai airways,Ahmedabad,Doha,2026-10-19,10:15,13:42,208 min,non-stop,2312.4,Economy,6,Autumn,Monday,Boeing 787 Dreamliner,Travel Agent,,"Rs. 29,302.92"
FL163342,British Airways,Dubai Airport,LHR,2026-08-21,08:45,19:40,656 min,2,5755.4,Economy,6,Monsoon,Friday,Boeing 777,Airport Counter,1,65025.84
FL109054,British Airways,Goa,DOH,2026-10-23,3:20 PM,19:14,3h 54m,non-stop,2655.3,Economy,9,Autumn,Friday,Airbus A350,Mobile App,4,31368.38
FL175907,Emirates,Frankfurt Airport,London,2026-06-22,17:50,19:11,82 min,0,675.6,Economy,,Monsoon,Monday,Airbus A350,Mobile App,2,15000
FL189772,Lufthansa,SIN,Dubai,2026-07-24,6:40 AM,4:46 PM,10h 07m,1,6174.3,First,12,Monsoon,Friday,Airbus A380,Website,2,200000
FL105241,SpiceJet,MAA,Kolkata,2026-12-13,3:20 PM,8:05 PM,4h 45m,2 stops,1425.6,Economy,20,Winter,Sunday,Airbus A320,Mobile App,,5802.5
FL182652,British Airways,SIN,Dubai,2026-10-20,6:55 PM,02:58,8h 03m,0,5891.6,Economy,149,Autumn,Tuesday,Boeing 787 Dreamliner,Travel Agent,3,52798.52
FL156002,Emirates,Chennai Airport,Doha Airport,2026-09-07,5:15 PM,23:21,,1,3495.6,Premium Economy,30,,Monday,Airbus A350,Third-Party,2,"Rs. 51,752.32"
FL166634,AIR INDIA,Sydney Airport,MAA,2026-07-29,14:55,4:38 AM,13h 43m,1,9143.9,,9,Monsoon,Wednesday,Airbus A380,Website,1,82812.2
FL158754,British Airways,Dubai,Chennai Airport,2026-07-30,01:45,07:44,6h 00m,1,2947.2,Economy,12,Monsoon,,Boeing 787 Dreamliner,Website,3,26268.32
FL170348,Thai Airways,Bangkok,CCU,2025-01-13,12:20 AM,03:03,2h 44m,non-stop,1736.2,Economy,1,Winter,Monday,Boeing 787 Dreamliner,Travel Agent,3,40003.44
FL160421,AirAsia India,Hyderabad,,2025-03-03,11:35,12:50,1h 15m,0,,Economy,1,Summer,Monday,Airbus A320,Airport Counter,1,3746.46
FL113674,,Sydney,Dubai,2025-06-16,10:50,04:33,17.72,1 stop,12369.4,Economy,36,Monsoon,Monday,Airbus A320,Mobile App,5,76012.28
FL190255,THAI AIRWAYS,Bangkok,Frankfurt,2025-04-18,04:40,17:28,,0,9598.2,Economy,118,Summer,Friday,Airbus A350,Travel Agent,1,134924.7
FL135624,gofirst,Jaipur,Hyderabad Airport,2026-10-02,6:25 PM,20:23,119 min,0,1151.6,Economy,22,Autumn,Friday,,Third-Party,1,6259.43
FL172765,Air India,Pune Airport,GOI,2026-03-12,12:35 AM,01:32,0h 57m,0,354.3 km,Economy,27,Summer,Thursday,Airbus A321,,2,2162.12
FL106284,AirAsia India,Mumbai,Bangalore,2025-09-01,18:05,19:42,1h 37m,0,874.5,Economy,44,Monsoon,Monday,,Travel Agent,3,3672.7
FL161385,SpiceJet,,Pune,2026-06-15,07:55,08:40,,,150,Economy,44,Monsoon,,,Mobile App,1,2000
FL108582,airasia india,AMD,DEL,2025-11-17,,5:51 AM,1h 31m,non-stop,795.5,Economy,41,Autumn,Monday,Airbus A320,Website,1,
FL127143,Lufthansa,Dubai,Sydney,2026-08-30,8:25 PM,15:56,19h 31m,2 stops,12257.5,Economy,10,Monsoon,Sunday,Boeing 787 Dreamliner,Travel Agent,2,97465.85
FL132847,Vistara,Ahmedabad,Delhi Airport,2025-04-17,10:35 PM,01:32,2h 57m,1,815.5,Economy,16,,Thursday,Boeing 737,Travel Agent,1,4195.24
FL100539,AirAsia India,JAI,Ahmedabad,2026-09-18,4:20 PM,19:19,2h 59m,1 stop,557.3,Economy,107,Monsoon,Friday,ATR 72,Mobile App,2,2996.93
FL150494,British Airways,Bangkok,Ahmedabad,2026-05-21,01:00,06:51,352 min,1,3305.6,Economy,128,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,2,27495.84
FL194740,Thai Airways,Delhi,Bangkok Airport,2025-08-27,02:25,6:54 AM,4h 29m,0,3108.0,Business,154,,Wednesday,Airbus A320,Website,4,
FL105951,Qatar Airways,Singapore,Bangalore Airport,2026-10-20,06:40,11:15 AM,4h 35m,non-stop,3185.1,Premium Economy,174,Autumn,,Boeing 787 Dreamliner,Mobile App,3,40148.98
FL188450,british airways,Chennai Airport,Doha,2026-09-30,5:25 AM,11:45 AM,6h 20m,1 stop,3389.0,First,26,Monsoon,Wednesday,,Mobile App,1,163408.69
FL127859,lufthansa,London,Ahmedabad Airport,2026-01-14,12:55,12:35 AM,11h 40m,1 stop,7366.5,Economy,5 days,Winter,Wednesday,Airbus A380,Website,2,84518.45
FL132816,Emirates,London,New York,2025-09-03,5:20 PM,04:24,664 min,2,5984.0,Premium Economy,67,Monsoon,Wednesday,Airbus A380,Mobile App,2,70144.97
FL102879,GoFirst,Kolkata Airport,Jaipur Airport,2026-04-18,9:20 AM,11:35 AM,,0,1372.6,Economy,0,Summer,Saturday,ATR 72,,1,"Rs. 16,718.96"
FL108827,Singapore Airlines,Doha,Singapore,2026-06-08,9:50 AM,8:06 PM,10h 16m,1 stop,6503.4,Premium Economy,13,Monsoon,Monday,,Website,1,
FL184578,Indigo,Kolkata,DEL,2025-07-03,11:25 PM,03:15,3h 51m,,1362.6,Economy,111,Monsoon,Thursday,Boeing 737,Third-Party,5,3877.24
FL117011,qatar airways,Bangalore,London Airport,2026-08-29,10:05,,12.98,1,8514.7,,73,Monsoon,Saturday,Airbus A350,Travel Agent,2,"Rs. 85,197.75"
FL165000,SpiceJet,Delhi,Ahmedabad Airport,2025-03-05,3:10 PM,4:39 PM,1h 30m,0,777.3,Economy,30,Summer,Wednesday,Boeing 737,Website,,5190.1
FL103764,British Airways,Bangkok,Goa,2025-06-10,7:35 PM,11:48 PM,4h 14m,0,2909.8,Economy,,Monsoon,Tuesday,Boeing 777,Website,2,29658.14
FL104685,Emirates,Sydney,Mumbai Airport,2025-06-14,19:15,09:11,,non-stop,10485.6,Economy,0,Monsoon,Saturday,Airbus A380,Third-Party,1,186713.14
FL140912,SpiceJet,Ahmedabad,Mumbai,2026-01-12,,09:31,2h 42m,1,452.3,,49,Winter,Monday,Airbus A321,Website,4,2000
FL146136,Vistara,Goa,Mumbai,2025-03-23,2:50 AM,5:23 AM,2h 33m,1,425.2,Premium Economy,1,Summer,Sunday,Airbus A320,Website,2,5846.3
FL145191,Qatar Airways,Sydney Airport,,2026-06-14,08:00,,898 min,1,9962.5,Economy,20 days,Monsoon,Sunday,Airbus A350,Airport Counter,2,99387.2
FL181359,Indigo,,Kolkata,2026-10-07,6:40 AM,,2h 43m,non-stop,1724.5,,22,Autumn,Wednesday,ATR 72,Travel Agent,1,6425.85
FL136185,vistara,Mumbai,Singapore,2025-06-04,23:05,06:07,7h 03m,1 stop,3973.4,Economy,42,Monsoon,Wednesday,Airbus A380,Website,1,19019.61
FL152460,Lufthansa,Pune,New York,2026-12-05,04:40,9:59 PM,17h 20m,0,13125.1,Premium Economy,45,Winter,Saturday,Boeing 777,Mobile App,1,200000
FL125877,Qatar Airways,SYD,Delhi Airport,2025-11-14,15:55,6:18 AM,14h 23m,non-stop,10829.7,Premium Economy,110,Autumn,Friday,Airbus A320,Website,4,194607.71
FL135549,Thai Airways,Bangkok,New York,2025-05-05,20:35,5:29 PM,20h 54m,1,14805.2,Economy,44,Summer,Monday,,Website,1,99522.85
FL125047,BRITISH AIRWAYS,New York,JAI,2025-01-21,09:45,03:53,18h 08m,1,12492.9,Economy,52,Winter,Tuesday,Boeing 787 Dreamliner,Website,2,
FL123618,Emirates,London Airport,Bangkok,2026-02-21,11:20 AM,1:12 AM,13h 52m,1,9555.1,Economy,10,,Saturday,Airbus A320,Website,2,103913.72
FL117578,British Airways,London,Singapore,,18:15,10:52,998 min,1 stop,11600.9,Premium Economy,42,Autumn,Wednesday,Airbus A350,Travel Agent,5,140729.42
FL189290,Vistara,PNQ,Jaipur,2025-12-20,14:30,4:18 PM,1h 48m,,1017.1,Economy,79,Winter,Saturday,Boeing 737,Third-Party,1,6843.67
FL189977,Vistara,Dubai Airport,Ahmedabad,2026-02-26,12:00,16:26,4h 27m,1 stop,,,30,Winter,,Boeing 787 Dreamliner,Mobile App,3,18279.77
FL152997,Emirates,Goa,Doha Airport,2025-04-02,12:20 AM,5:50 AM,,1,2589.1,Economy,2,Summer,Wednesday,Airbus A350,Website,2,43059.31
FL194153,Indigo,AMD,Mumbai,2025-11-10,14:10,15:16,1h 06m,non-stop,,Economy,13,Autumn,Monday,ATR 72,Website,1,2000
FL145134,VISTARA,Bangkok,Frankfurt,2025-01-09,20:25,10:07,13h 43m,1,9017.3,Economy,28,,Thursday,Boeing 777,Third-Party,2,71636.94
FL108283,Qatar Airways,Sydney,Ahmedabad,2026-06-08,22:55,12:51 PM,13h 57m,,10490.5,Business,41,Monsoon,Monday,Airbus A350,Website,2,200000
FL102611,british airways,Frankfurt,Ahmedabad,2026-08-04,23:30,10:11,641 min,2,6334.3,Business,1,Monsoon,Tuesday,Airbus A380,Mobile App,1,200000
FL148924,Singapore Airlines,Sydney Airport,Pune,2026-04-22,09:35,23:48,14h 14m,non-stop,10705.7,Economy,39,Summer,Wednesday,Airbus A380,Travel Agent,3,101623.64
FL170652,spicejet,Mumbai,Bangalore,2025-12-10,17:30,20:11,2h 42m,1,906.4,First,129,Winter,Wednesday,Airbus A321,Website,5,"Rs. 11,897.31"
FL193602,SpiceJet,Ahmedabad,Kolkata,2026-04-19,12:25 AM,04:50,4h 26m,1,1743.3,Economy,89,Summer,Sunday,Airbus A320,Mobile App,2,6383.99
FL162192,Qatar Airways,Goa,BKK,2026-02-22,16:40,8:58 PM,258 min,0,2964.7,Economy,31,Winter,Sunday,Airbus A380,Mobile App,3,32642.92
FL173722,etihad airways,DOH,Jaipur,2025-03-08,08:05,11:42,3h 37m,non-stop,2437.3,Economy,45,Summer,Saturday,Airbus A380,Website,4,"Rs. 25,411.38"
FL147515,Etihad Airways,Singapore,SYD,2026-11-20,8:05 AM,7:58 PM,11.88,2 stops,6774.7 km,Economy,39,Autumn,Friday,Boeing 787 Dreamliner,Travel Agent,4,41592.57
FL121912,British Airways,Hyderabad,Singapore,2025-05-11,10:10 AM,3:07 PM,4h 58m,0,3479.1,Premium Economy,159,Summer,Sunday,Boeing 787 Dreamliner,Website,5,"Rs. 46,414.13"
FL197316,Indigo,Goa Airport,Kolkata,,11:15 PM,02:06,2.86,0,1843.1,Economy,5,Winter,Saturday,Airbus A321,Website,3,
FL120848,British Airways,Doha,Bangalore,2025-11-05,21:35,03:32,5h 58m,1 stop,3228.3,Economy,5,Autumn,Wednesday,Airbus A380,Third-Party,3,34932.49
FL188162,Etihad Airways,Ahmedabad,Frankfurt,2026-04-02,21:35,06:28,8h 54m,0,6549.8,Economy,5,Summer,Thursday,Boeing 777,Third-Party,1,
FL117111,GoFirst,Goa,Ahmedabad Airport,2026-02-28,11:25 PM,1:03 AM,98 min,0,887.3,Economy,2,Winter,Saturday,ATR 72,Mobile App,1,7341.53
FL123844,British Airways,Dubai,Chennai,2025-03-20,19:20,23:36,4h 17m,non-stop,2945.8,Economy,2,,Thursday,Airbus A350,Mobile App,2,46943.05
FL174000,AirAsia India,BOM,Delhi,2026-04-08,4:20 AM,06:24,2h 04m,non-stop,1227.9 km,Business,21,Summer,,,Travel Agent,two,20195.8
FL157413,Singapore Airlines,LHR,Goa,2026-04-02,10:10,11:15 PM,13h 06m,2 stops,7798.0,Economy,,Summer,Thursday,Airbus A380,Mobile App,5,115227.44
FL110915,Air India,Jaipur,Doha,2025-11-21,22:05,01:47,222 min,0,2500.6,Economy,8,Autumn,Friday,Boeing 777,Website,2,22673.56
FL100821,Lufthansa,Singapore,Jaipur,2026-02-12,15:40,21:40,6h 00m,0,4294.1,Economy,110,Winter,Thursday,Airbus A380,Third-Party,4,52319.84
FL128116,Qatar Airways,Ahmedabad,Sydney Airport,2025-02-28,08:45,00:12,15.47,1,10736.3,Economy,2,Winter,Friday,Boeing 787 Dreamliner,Third-Party,2,200000
FL163726,AirAsia India,Delhi,JAI,2026-01-08,5:30 AM,09:18,,2 stops,250.9,Economy,0,Winter,Thursday,Airbus A320,Mobile App,2,2000
FL156969,Thai Airways,Hyderabad,FRA,2025-02-08,00:10,11:43 AM,11.56,1,7324.9,Business,,Winter,Saturday,Airbus A380,Travel Agent,4,200000
FL171451,Qatar Airways,Singapore,Sydney,2026-08-08,01:00,11:00,601 min,1,6525.6,Economy,10,Monsoon,Saturday,Airbus A320,Travel Agent,,70515.5
